Gene name;Type;Animal_db;Cis_bp;Tf_class_id;GTRD_uniprot_id;Function;Specie
atf-6;TF;WBGene00000222;T069395_2.00;unmatched;unmatched;;Caenorhabditis elegans
lin-29;TF;WBGene00003015;T131559_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-68;TF;WBGene00003658;T306182_2.00;unmatched;unmatched;;Caenorhabditis elegans
ets-7;TF;WBGene00017601;T177607_2.00;unmatched;O01519;;Caenorhabditis elegans
nhr-39;TF;WBGene00018404;T306345_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-149;TF;WBGene00015397;T306313_2.00;unmatched;unmatched;;Caenorhabditis elegans
ztf-27;TF;WBGene00011661;T131597_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-66;TF;WBGene00003656;T306180_2.00;unmatched;unmatched;;Caenorhabditis elegans
R10E4.11;TF;WBGene00011206;T131595_2.00;unmatched;unmatched;;Caenorhabditis elegans
cfi-1;TF;WBGene00000476;T015801_2.00;unmatched;unmatched;;Caenorhabditis elegans
hlh-26;TF;WBGene00001965;T046288_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-58;TF;WBGene00003648;T306172_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-202;TF;WBGene00019742;T306359_2.00;unmatched;unmatched;;Caenorhabditis elegans
mec-3;TF;WBGene00003167;T224634_2.00;unmatched;P09088;;Caenorhabditis elegans
tbx-2;TF;WBGene00006543;T340933_2.00;unmatched;Q19691;;Caenorhabditis elegans
mnm-2;TF;WBGene00003380;T131562_2.00;unmatched;unmatched;;Caenorhabditis elegans
C27A2.7;TF;WBGene00044386;T131648_2.00;unmatched;unmatched;;Caenorhabditis elegans
snai-1;TF;WBGene00019299;T131632_2.00;unmatched;O45103;;Caenorhabditis elegans
nhr-108;TF;WBGene00003698;T306220_2.00;unmatched;unmatched;;Caenorhabditis elegans
dsc-1;TF;WBGene00001096;T224626_2.00;unmatched;Q93246;;Caenorhabditis elegans
ceh-23;TF;WBGene00000446;T224611_2.00;unmatched;unmatched;;Caenorhabditis elegans
ztf-2;TF;WBGene00008762;T131580_2.00;unmatched;unmatched;;Caenorhabditis elegans
ZK673.4;TF;WBGene00014060;T027900_2.00;unmatched;unmatched;;Caenorhabditis elegans
unc-130;TF;WBGene00006853;T188813_2.00;unmatched;Q18694;;Caenorhabditis elegans
ceh-62;TF;WBGene00011069;T224658_2.00;unmatched;Q09602;;Caenorhabditis elegans
nhr-171;TF;WBGene00016926;T306333_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-103;TF;WBGene00003693;T306215_2.00;unmatched;unmatched;;Caenorhabditis elegans
hlh-2;TF;WBGene00001949;T046273_2.00;unmatched;unmatched;;Caenorhabditis elegans
egrh-2;TF;WBGene00043705;T131646_2.00;unmatched;unmatched;;Caenorhabditis elegans
F19F10.1;TF;WBGene00017598;T177606_2.00;unmatched;unmatched;;Caenorhabditis elegans
eor-1;TF;WBGene00001324;T131555_2.00;unmatched;G5EDU4;;Caenorhabditis elegans
nhr-161;TF;WBGene00016364;T306325_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-15;TF;WBGene00003614;T306139_2.00;unmatched;unmatched;;Caenorhabditis elegans
scrt-1;TF;WBGene00016948;T131623_2.00;unmatched;unmatched;;Caenorhabditis elegans
ceh-43;TF;WBGene00000463;T224624_2.00;unmatched;Q18273;;Caenorhabditis elegans
nhr-96;TF;WBGene00003686;T306208_2.00;unmatched;unmatched;;Caenorhabditis elegans
F58G1.2;TF;WBGene00010264;T131590_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-283;TF;WBGene00010186;T306273_2.00;unmatched;unmatched;;Caenorhabditis elegans
mbr-1;TF;WBGene00011315;T314398_2.00;unmatched;unmatched;;Caenorhabditis elegans
lsl-1;TF;WBGene00009937;T131587_2.00;unmatched;O02273;;Caenorhabditis elegans
F54F2.9;TF;WBGene00018836;T282146_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-44;TF;WBGene00003634;T306158_2.00;unmatched;unmatched;;Caenorhabditis elegans
cky-1;TF;WBGene00000521;T046270_2.00;unmatched;unmatched;;Caenorhabditis elegans
mab-3;TF;WBGene00003100;T169430_2.00;unmatched;unmatched;;Caenorhabditis elegans
hlh-10;TF;WBGene00001954;T046278_2.00;unmatched;unmatched;;Caenorhabditis elegans
egl-18;TF;WBGene00001186;T195699_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-257;TF;WBGene00015869;T306317_2.00;unmatched;unmatched;;Caenorhabditis elegans
sbp-1;TF;WBGene00004735;T046302_2.00;unmatched;unmatched;;Caenorhabditis elegans
fkh-7;TF;WBGene00001439;T188805_2.00;unmatched;unmatched;;Caenorhabditis elegans
hizr-1;TF;WBGene00013976;T306307_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-120;TF;WBGene00003710;T306232_2.00;unmatched;unmatched;;Caenorhabditis elegans
Y5F2A.4;TF;WBGene00012385;T131602_2.00;unmatched;Q9XWL0;;Caenorhabditis elegans
nhr-31;TF;WBGene00003625;T306150_2.00;unmatched;unmatched;;Caenorhabditis elegans
ets-5;TF;WBGene00016600;T177602_2.00;unmatched;Q18579;;Caenorhabditis elegans
nhr-62;TF;WBGene00003652;T306176_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-264;TF;WBGene00008778;T306267_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-232;TF;WBGene00012494;T306299_2.00;unmatched;O62412;;Caenorhabditis elegans
nhr-34;TF;WBGene00003627;T306152_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-27;TF;WBGene00008901;T306270_2.00;unmatched;G5EGN8;;Caenorhabditis elegans
nfya-2;TF;WBGene00043056;T160510_2.00;unmatched;unmatched;;Caenorhabditis elegans
ZK686;TF;WBGene00022795;T131645_2.00;unmatched;unmatched;;Caenorhabditis elegans
sma-4;TF;WBGene00004858;T325233_2.00;unmatched;unmatched;;Caenorhabditis elegans
daf-16;TF;WBGene00000912;T188799_2.00;unmatched;O16850;;Caenorhabditis elegans
nhr-143;TF;WBGene00019116;T306357_2.00;unmatched;unmatched;;Caenorhabditis elegans
hmg-4;TF;WBGene00001974;T333270_2.00;unmatched;P41848;;Caenorhabditis elegans
bed-2;TF;WBGene00012943;T027899_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-112;TF;WBGene00003702;T306224_2.00;unmatched;unmatched;;Caenorhabditis elegans
C46E10.8;TF;WBGene00016712;T131619_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-122;TF;WBGene00003712;T306234_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-170;TF;WBGene00008309;T306263_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-277;TF;WBGene00022374;T306384_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-174;TF;WBGene00008474;T306264_2.00;unmatched;unmatched;;Caenorhabditis elegans
ttx-3;TF;WBGene00006654;T224642_2.00;unmatched;G5EE86;;Caenorhabditis elegans
nhr-69;TF;WBGene00003659;T306183_2.00;unmatched;unmatched;;Caenorhabditis elegans
mab-23;TF;WBGene00003114;T169431_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-159;TF;WBGene00015902;T306321_2.00;unmatched;unmatched;;Caenorhabditis elegans
lim-7;TF;WBGene00002989;T224630_2.00;unmatched;unmatched;;Caenorhabditis elegans
npax-4;TF;WBGene00007496;T312110_2.00;unmatched;H9G2Q0;;Caenorhabditis elegans
nhr-72;TF;WBGene00003662;T306186_2.00;unmatched;unmatched;;Caenorhabditis elegans
Y37D8A.6;TF;WBGene00012548;unmatched;unmatched;unmatched;;Caenorhabditis elegans
ceh-74;TF;WBGene00013876;T224663_2.00;unmatched;unmatched;;Caenorhabditis elegans
ztf-3;TF;WBGene00016905;T131622_2.00;unmatched;Q9N5V6;;Caenorhabditis elegans
nhr-98;TF;WBGene00003688;T306210_2.00;unmatched;unmatched;;Caenorhabditis elegans
ceh-86;TF;WBGene00018355;T224668_2.00;unmatched;unmatched;;Caenorhabditis elegans
sta-1;TF;WBGene00013111;T337792_2.00;unmatched;Q9NAD6;;Caenorhabditis elegans
php-3;TF;WBGene00004024;T224639_2.00;unmatched;unmatched;;Caenorhabditis elegans
ceh-27;TF;WBGene00000449;T224613_2.00;unmatched;Q9XVN4;;Caenorhabditis elegans
camt-1;TF;WBGene00020251;T163424_2.00;unmatched;H2KY85;;Caenorhabditis elegans
ztf-28;TF;WBGene00018099;T131627_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-255;TF;WBGene00014068;T306308_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-71;TF;WBGene00003661;T306185_2.00;unmatched;Q9GTD4;;Caenorhabditis elegans
nhr-56;TF;WBGene00003646;T306170_2.00;unmatched;unmatched;;Caenorhabditis elegans
arid-1;TF;WBGene00044689;T015804_2.00;unmatched;unmatched;;Caenorhabditis elegans
aptf-2;TF;WBGene00013383;T011138_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-187;TF;WBGene00018542;T306351_2.00;unmatched;unmatched;;Caenorhabditis elegans
unc-4;TF;WBGene00006744;T224643_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-133;TF;WBGene00003723;T306245_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-1;TF;WBGene00003600;T306125_2.00;unmatched;unmatched;;Caenorhabditis elegans
F43G9.12;TF;WBGene00009672;unmatched;unmatched;unmatched;;Caenorhabditis elegans
egl-38;TF;WBGene00001204;T312106_2.00;unmatched;unmatched;;Caenorhabditis elegans
B0348.1;TF;WBGene00015151;unmatched;unmatched;unmatched;;Caenorhabditis elegans
nhr-65;TF;WBGene00003655;T306179_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-104;TF;WBGene00003694;T306216_2.00;unmatched;unmatched;;Caenorhabditis elegans
atf-8;TF;WBGene00017535;T069415_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-113;TF;WBGene00003703;T306225_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-251;TF;WBGene00022756;T306390_2.00;unmatched;unmatched;;Caenorhabditis elegans
zag-1;TF;WBGene00006970;T076201_2.00;unmatched;G5EBU4;;Caenorhabditis elegans
pbrm-1;TF;WBGene00007042;T333276_2.00;unmatched;unmatched;;Caenorhabditis elegans
hmg-20;TF;WBGene00012209;T333278_2.00;unmatched;unmatched;;Caenorhabditis elegans
Y37E11B.1;TF;WBGene00021374;T131638_2.00;unmatched;unmatched;;Caenorhabditis elegans
C04F5.9;TF;WBGene00015451;T131615_2.00;unmatched;Q9GZC9;;Caenorhabditis elegans
nfx-1;TF;WBGene00007048;T300860_2.00;unmatched;unmatched;;Caenorhabditis elegans
cep-1;TF;WBGene00000467;unmatched;unmatched;unmatched;;Caenorhabditis elegans
hlh-29;TF;WBGene00001968;T046291_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-185;TF;WBGene00018539;T306349_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-241;TF;WBGene00013483;T306302_2.00;unmatched;unmatched;;Caenorhabditis elegans
ceh-31;TF;WBGene00000452;T224616_2.00;unmatched;Q22910;;Caenorhabditis elegans
nhr-14;TF;WBGene00003613;T306138_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-4;TF;WBGene00003603;T306128_2.00;unmatched;unmatched;;Caenorhabditis elegans
T20F7.1;TF;WBGene00020630;T131636_2.00;unmatched;O02169;;Caenorhabditis elegans
nhr-125;TF;WBGene00003715;T306237_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-242;TF;WBGene00022097;T306383_2.00;unmatched;unmatched;;Caenorhabditis elegans
ZK177.3;TF;WBGene00022671;T131644_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-146;TF;WBGene00045255;T306393_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-193;TF;WBGene00010215;T306274_2.00;unmatched;unmatched;;Caenorhabditis elegans
ast-1;TF;WBGene00020368;T177609_2.00;unmatched;unmatched;;Caenorhabditis elegans
ceh-16;TF;WBGene00000439;T224606_2.00;unmatched;P34326;;Caenorhabditis elegans
mab-5;TF;WBGene00003102;T224633_2.00;unmatched;P10038;;Caenorhabditis elegans
vab-3;TF;WBGene00006870;T237679_2.00;unmatched;unmatched;;Caenorhabditis elegans
pat-9;TF;WBGene00003933;T131568_2.00;unmatched;Q22829;;Caenorhabditis elegans
nhr-60;TF;WBGene00003650;T306174_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-204;TF;WBGene00019816;T306361_2.00;unmatched;unmatched;;Caenorhabditis elegans
met-2;TF;WBGene00019883;T261200_2.00;unmatched;unmatched;;Caenorhabditis elegans
tra-4;TF;WBGene00018740;unmatched;unmatched;Q20709;;Caenorhabditis elegans
aptf-1;TF;WBGene00019424;T011139_2.00;unmatched;unmatched;;Caenorhabditis elegans
rnt-1;TF;WBGene00004393;T319633_2.00;unmatched;G5EFQ5;;Caenorhabditis elegans
nhr-270;TF;WBGene00020062;T306363_2.00;unmatched;unmatched;;Caenorhabditis elegans
tbx-9;TF;WBGene00006546;T340936_2.00;unmatched;Q22289;;Caenorhabditis elegans
daf-19;TF;WBGene00000914;T318853_2.00;unmatched;unmatched;;Caenorhabditis elegans
maf-1;TF;WBGene00077521;T069421_2.00;unmatched;unmatched;;Caenorhabditis elegans
ZK177.11;TF;WBGene00044390;T046308_2.00;unmatched;unmatched;;Caenorhabditis elegans
nfyb-1;TF;WBGene00021132;unmatched;unmatched;unmatched;;Caenorhabditis elegans
ets-8;TF;WBGene00016798;T177603_2.00;unmatched;unmatched;;Caenorhabditis elegans
ceh-12;TF;WBGene00000436;T224603_2.00;unmatched;unmatched;;Caenorhabditis elegans
zip-7;TF;WBGene00013100;T069409_2.00;unmatched;unmatched;;Caenorhabditis elegans
sptf-1;TF;WBGene00009743;T131584_2.00;unmatched;Q93727;;Caenorhabditis elegans
tbx-34;TF;WBGene00006553;T340942_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-207;TF;WBGene00011098;T306283_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-55;TF;WBGene00003645;T306169_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-245;TF;WBGene00014189;T306309_2.00;unmatched;unmatched;;Caenorhabditis elegans
syd-9;TF;WBGene00044068;T131647_2.00;unmatched;Q95PV3;;Caenorhabditis elegans
nhr-169;TF;WBGene00008289;T306262_2.00;unmatched;unmatched;;Caenorhabditis elegans
lsy-27;TF;WBGene00009834;T131585_2.00;unmatched;H9G332;;Caenorhabditis elegans
K11D12.12;TF;WBGene00019651;T131633_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-238;TF;WBGene00021611;T306381_2.00;unmatched;unmatched;;Caenorhabditis elegans
tbx-39;TF;WBGene00006558;T340947_2.00;unmatched;unmatched;;Caenorhabditis elegans
ztf-14;TF;WBGene00010936;T131592_2.00;unmatched;unmatched;;Caenorhabditis elegans
ccch-1;TF;WBGene00009532;unmatched;unmatched;unmatched;;Caenorhabditis elegans
fezf-1;TF;WBGene00012639;T131604_2.00;unmatched;unmatched;;Caenorhabditis elegans
ceh-38;TF;WBGene00000459;T167388_2.00;unmatched;unmatched;;Caenorhabditis elegans
C46E10.9;TF;WBGene00016713;T131620_2.00;unmatched;unmatched;;Caenorhabditis elegans
bcl-11;TF;WBGene00017430;T131625_2.00;unmatched;H2KZR6;;Caenorhabditis elegans
C09F5;TF;WBGene00015649;T131617_2.00;unmatched;unmatched;;Caenorhabditis elegans
hlh-30;TF;WBGene00020930;T046306_2.00;unmatched;Q86MJ3;;Caenorhabditis elegans
nhr-67;TF;WBGene00003657;T306181_2.00;unmatched;Q9XVV3;;Caenorhabditis elegans
nhr-38;TF;WBGene00003629;T306154_2.00;unmatched;unmatched;;Caenorhabditis elegans
xbp-1;TF;WBGene00006959;T069403_2.00;unmatched;G5EE07;;Caenorhabditis elegans
daf-3;TF;WBGene00000899;T325228_2.00;unmatched;unmatched;;Caenorhabditis elegans
lag-1;TF;WBGene00002245;T166286_2.00;unmatched;G5EDU7;;Caenorhabditis elegans
nhr-140;TF;WBGene00016366;T306327_2.00;unmatched;unmatched;;Caenorhabditis elegans
F16F9.1;TF;WBGene00017513;unmatched;unmatched;unmatched;;Caenorhabditis elegans
ceh-5;TF;WBGene00000430;T224598_2.00;unmatched;unmatched;;Caenorhabditis elegans
sem-4;TF;WBGene00004773;T131572_2.00;unmatched;G5EFF4;;Caenorhabditis elegans
ttx-1;TF;WBGene00006652;T224641_2.00;unmatched;unmatched;;Caenorhabditis elegans
T03G11;TF;WBGene00020196;unmatched;unmatched;unmatched;;Caenorhabditis elegans
F26F4.8;TF;WBGene00005011;T131574_2.00;unmatched;unmatched;;Caenorhabditis elegans
klf-3;TF;WBGene00003480;T131563_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-93;TF;WBGene00003683;unmatched;unmatched;unmatched;;Caenorhabditis elegans
bnc-1;TF;WBGene00044791;T131651_2.00;unmatched;unmatched;;Caenorhabditis elegans
slr-2;TF;WBGene00013350;T131609_2.00;unmatched;unmatched;;Caenorhabditis elegans
ceh-20;TF;WBGene00000443;T224609_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-89;TF;WBGene00003679;T306202_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-157;TF;WBGene00015900;T306319_2.00;unmatched;unmatched;;Caenorhabditis elegans
ceh-7;TF;WBGene00000432;T224599_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-209;TF;WBGene00011100;T306285_2.00;unmatched;unmatched;;Caenorhabditis elegans
odd-1;TF;WBGene00003845;T131564_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-85;TF;WBGene00003675;T306198_2.00;unmatched;Q9XUK7;;Caenorhabditis elegans
ceh-45;TF;WBGene00022837;T224677_2.00;unmatched;unmatched;;Caenorhabditis elegans
tub-2;TF;WBGene00022139;unmatched;unmatched;unmatched;;Caenorhabditis elegans
nhr-129;TF;WBGene00003719;T306241_2.00;unmatched;A5JYV4;;Caenorhabditis elegans
Y56A3A.28;TF;WBGene00013240;T131608_2.00;unmatched;unmatched;;Caenorhabditis elegans
bed-1;TF;WBGene00012674;T027898_2.00;unmatched;unmatched;;Caenorhabditis elegans
cdc-5L;TF;WBGene00008386;T282145_2.00;unmatched;unmatched;;Caenorhabditis elegans
elt-2;TF;WBGene00001250;T195702_2.00;unmatched;Q10655;;Caenorhabditis elegans
nhr-180;TF;WBGene00017961;T306341_2.00;unmatched;unmatched;;Caenorhabditis elegans
myrf-2;TF;WBGene00008999;T300152_2.00;unmatched;unmatched;;Caenorhabditis elegans
fkh-3;TF;WBGene00001435;T188801_2.00;unmatched;A0A078BQN7;;Caenorhabditis elegans
nhr-165;TF;WBGene00008158;T306259_2.00;unmatched;unmatched;;Caenorhabditis elegans
daf-12;TF;WBGene00000908;T306122_2.00;unmatched;G5EFF5;;Caenorhabditis elegans
hlh-19;TF;WBGene00001962;T046286_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-236;TF;WBGene00021417;T306377_2.00;unmatched;unmatched;;Caenorhabditis elegans
sox-4;TF;WBGene00015716;T333279_2.00;unmatched;Q17922;;Caenorhabditis elegans
saeg-1;TF;WBGene00010012;unmatched;unmatched;unmatched;;Caenorhabditis elegans
npax-2;TF;WBGene00018591;T312113_2.00;unmatched;unmatched;;Caenorhabditis elegans
ztf-7;TF;WBGene00009772;T025101_2.00;unmatched;Q20448;;Caenorhabditis elegans
nhr-231;TF;WBGene00012449;T306298_2.00;unmatched;unmatched;;Caenorhabditis elegans
pax-3;TF;WBGene00003939;T237678_2.00;unmatched;G5ED66;;Caenorhabditis elegans
T13F2;TF;WBGene00011743;unmatched;unmatched;unmatched;;Caenorhabditis elegans
hlh-15;TF;WBGene00001959;T046283_2.00;unmatched;Q18590;;Caenorhabditis elegans
odr-7;TF;WBGene00003854;T306251_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-41;TF;WBGene00022423;T306385_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-12;TF;WBGene00003611;T306136_2.00;unmatched;Q21701;;Caenorhabditis elegans
nhr-217;TF;WBGene00011651;T306293_2.00;unmatched;unmatched;;Caenorhabditis elegans
ceh-79;TF;WBGene00007749;T224652_2.00;unmatched;O02224;;Caenorhabditis elegans
sma-2;TF;WBGene00004856;T325231_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-91;TF;WBGene00003681;T306204_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-254;TF;WBGene00022640;T306389_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-78;TF;WBGene00003668;T306191_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-10;TF;WBGene00003609;T306134_2.00;unmatched;P41999;;Caenorhabditis elegans
pros-1;TF;WBGene00000448;T316617_2.00;unmatched;P34522;;Caenorhabditis elegans
lin-31;TF;WBGene00003017;T188810_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-167;TF;WBGene00008208;T306260_2.00;unmatched;unmatched;;Caenorhabditis elegans
hbl-1;TF;WBGene00001824;T131557_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-53;TF;WBGene00003643;T306167_2.00;unmatched;unmatched;;Caenorhabditis elegans
sea-1;TF;WBGene00004750;T340932_2.00;unmatched;unmatched;;Caenorhabditis elegans
ceh-9;TF;WBGene00000434;T224601_2.00;unmatched;P56407;;Caenorhabditis elegans
efl-2;TF;WBGene00001162;T173581_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-131;TF;WBGene00003721;T306243_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-198;TF;WBGene00010603;T306279_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-228;TF;WBGene00020852;T306375_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-110;TF;WBGene00003700;T306222_2.00;unmatched;unmatched;;Caenorhabditis elegans
T18D3.7;TF;WBGene00011824;unmatched;unmatched;unmatched;;Caenorhabditis elegans
ZK1037.13;TF;WBGene00045515;T306394_2.00;unmatched;unmatched;;Caenorhabditis elegans
ceh-39;TF;WBGene00000460;T167389_2.00;unmatched;Q22812;;Caenorhabditis elegans
tbx-41;TF;WBGene00006560;T340949_2.00;unmatched;unmatched;;Caenorhabditis elegans
T10B5.10;TF;WBGene00020396;T027901_2.00;unmatched;unmatched;;Caenorhabditis elegans
aptf-4;TF;WBGene00009202;T011136_2.00;unmatched;unmatched;;Caenorhabditis elegans
npax-1;TF;WBGene00017664;T312112_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-153;TF;WBGene00007546;T306256_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-119;TF;WBGene00003709;T306231_2.00;unmatched;unmatched;;Caenorhabditis elegans
lsy-2;TF;WBGene00003087;T131561_2.00;unmatched;Q9N5S3;;Caenorhabditis elegans
unc-98;TF;WBGene00006827;T131577_2.00;unmatched;unmatched;;Caenorhabditis elegans
let-381;TF;WBGene00002601;T188809_2.00;unmatched;unmatched;;Caenorhabditis elegans
hlh-3;TF;WBGene00001950;T046274_2.00;unmatched;unmatched;;Caenorhabditis elegans
pha-4;TF;WBGene00004013;T188812_2.00;unmatched;Q17381;;Caenorhabditis elegans
C17G10.13;TF;WBGene00270322;unmatched;unmatched;unmatched;;Caenorhabditis elegans
nhr-177;TF;WBGene00017503;T306337_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-23;TF;WBGene00003622;T306147_2.00;unmatched;P41828;;Caenorhabditis elegans
egl-13;TF;WBGene00001182;T333265_2.00;unmatched;Q23045;;Caenorhabditis elegans
unc-120;TF;WBGene00006844;T256827_2.00;unmatched;Q18955;;Caenorhabditis elegans
hlh-1;TF;WBGene00001948;T046272_2.00;unmatched;P22980;;Caenorhabditis elegans
nhr-48;TF;WBGene00003638;T306162_2.00;unmatched;Q94407;;Caenorhabditis elegans
C16A3.4;TF;WBGene00015809;unmatched;unmatched;Q18037;;Caenorhabditis elegans
lim-6;TF;WBGene00002988;T224629_2.00;unmatched;Q21192;;Caenorhabditis elegans
mxl-1;TF;WBGene00003509;T046297_2.00;unmatched;G5EEH5;;Caenorhabditis elegans
nhr-285;TF;WBGene00012056;T306296_2.00;unmatched;unmatched;;Caenorhabditis elegans
sox-3;TF;WBGene00004950;T333275_2.00;unmatched;unmatched;;Caenorhabditis elegans
atfs-1;TF;WBGene00013878;T069410_2.00;unmatched;Q23272;;Caenorhabditis elegans
dmd-6;TF;WBGene00007058;T169432_2.00;unmatched;unmatched;;Caenorhabditis elegans
nhr-197;TF;WBGene00010602;T306278_2.00;unmatched;unmatched;;Caenorhabditis elegans
cey-1;TF;WBGene00000472;T165220_2.00;unmatched;unmatched;;Caenorhabditis elegans
lin-15B;TF;WBGene00023497;T349258_2.00;unmatched;Q27395;;Caenorhabditis elegans
blmp-1;TF;WBGene00003847;T131566_2.00;unmatched;Q93560;;Caenorhabditis elegans
hlh-8;TF;WBGene00001953;T046277_2.00;unmatched;Q11094;;Caenorhabditis elegans
